num,disease_name,animal,define,cause,disease_before,disease_now,condition,jindan,oxjindan,opinion,treatment,preventing,preventing_next,advice,etc,chamgo,image1,image2,image3,image4,image5
1343,피부혼성낭종(Cutaneous hybrid cyst in dogs),개," 피부혼성낭종은 윗 부분에 상피분화와 아래 부분에 모낭분화의 특성을 나타남(Scott and Anderson). 분리된 혼성낭은 개에서 보고. 머리, 목, 넓적다리 인접, 허리 지역에 나타남. 포낭은 외과적 수술 후 재발 안 함; 진단은 조직병리학",,,," 뒷다리 종창 , 종괴(관절부/비관절부 포함) | 등부위 부어오름 , 종창 , 종괴 | 머리 , 얼굴 , 귀 , 턱 , 코의 종창 , 종괴 | 목 부위 종창 , 경부의 종괴 | 피부 또는 피하의 종창 , 종괴 , 결절 |",,,,,,,,,,,,,,
1344,피부내장성유두증(Cutaneous inverted papillomas in dogs),개," 일련의 개는 1-2cm, 둘레의, 플라스틱 모양의 구조 정상 피부 주위의 수준보다 아래에 나타남. 피부의 표면에 작은 트인 구멍 있음. 감염된 동물의 나이는 8달에서 3년까지 다양함. 병변은 배쪽에 위치(사타구니 지역과 복부). 이병변은 피부내 각질화된 상피종과 유사하지만 조직학적으로 관내강 안의 표피 유두 돌기가 있음.  유두종바이러스는 전자현미경으로  병변을 보고 유두종의 독특한 유형이 나타나는  구강 유두종바이러스와 다른 유형임.",,,," 복강 외부 종창 , 종괴 | 피부 누관 , 공동형성 | 피부 또는 피하의 종창 , 종괴 , 결절 |",,,,,,,,,,,,,,
1346,피부점액증(Cutaneous mucinosis in dogs),개," 점액증 병소는 작은 혹, 작은 융기이거나 피부위의 플라크, 개의 구강 점막에 무증후성을 가지는 특성있음. 조직학적으로 아교섬유를 붕괴시키고 분리시키고, 가벼운 광범위의 섬유아 세포증식과 가벼운 단핵세포 침입시키는 mucin의 축적. 병변은 양성이고 외과적 수술 후 재발하지 않음. 점액증의 형상은 강아지에서 딱딱하고 섬유증식증조직이 결여를 동반하는 다수의 작은 융기와 플라크의 특성을 가짐(Beale et al.). 진단은 생체검사",,,," 과각화증,  두꺼운 피부 | 구강 , 혀의 종창 , 종괴 | 뒷다리 종창 , 종괴(관절부/비관절부 포함) | 뒷발 , 발가락 종창 , 종괴 | 등부위 부어오름 , 종창 , 종괴 | 머리  얼굴 , 귀 , 턱 , 코의 종창 , 종괴 | 복강 외부 종창 , 종괴 | 앞다리 종창 , 종괴(관절부/비관절부위 포함) | 앞발 , 발가락 종창 , 종괴 | 탈모 , 무모증 | 피부 구진 | 피부 또는 피하의 종창 , 종괴 , 결절 | 피부 인설 , 비듬 , 비늘 | 피부 플라크(반) | 피부의 가피 , 딱지 | 피부의 궤양 , 미란 , 찰과상 | 피부홍반 , 염증 , 발적 |",,,,,,,,,,,,,,
1347,피부정맥확장증(Cutaneous phlebectasis in dogs),개," 정맥확장증은 비정상적인 팽창, 확장이나 정맥이나 모세혈관의 반복임. 무증후성의, 고리 모양의, 잘 분리된. 선명한 적색과 창백하지 않은 병변은 개에서 발견된 간신히 육안으로 6mm 직경의 다양한 크기임, 특히 개의 Cushing's syndrome와 관련됨. 정맥확장증은 약간 부풀어진 반점이 나타날 것임. 진단은 피부의 육안적 조사",,,," 점상 또는 반상출혈 , 타박상 | 피부홍반  염증 , 발적 | 피부 구진 | 피부 또는 피하의 종창 , 종괴 , 결절 |",,,,,,,,,,,,,,
1364,달마시안청동증후군(Dalmatian bronzing syndrome),개, 오직 달마시안 개에서만 나타나는 질병이고 병인학이 알려지지 않았다. 면역성이나 대사기초가 짐작된다. 소양성 피부염에 의해 특성되어지고 가죽이 변색되고 2차적인 모낭염과 화농피부증에 걸리게 쉽게 된다. 진단은 품종과 증상에 기초된다. 소변분석은 요산이나 요산결정과 고요산혈증이 있다.,,,," 거친 피모 , 곤두선 털 | 소양감 , 가려움 | 탈모 , 무모증 | 털의 과도한 색소침착 , 전신 혹은 국소 | 피부 구진 | 피부 농포 | 피부 통증 | 피부 팽진 , 발진 | 피부의 궤양 , 미란 , 찰과상 | 피부홍반 , 염증 , 발적 |",,,,,,,,,,,,,,
1368,담즙산염결핍(Deficiency of bile salts in dogs),개," 지방변증, 만성 설사, 체중 감소와 담즙산염 결핍을 가지면서 결정된 피부 질환이 나타나는 2마리 개는(Simpson and van de Broek), 비록 증명되었어도 논쟁의 여지가 있음(Hall et al.). 췌장 외분비물의 부족은 배제됨; 황달도 또한 아니고  대변색이 창백한 색이 아니고, 답즙 흐름의 장애도 아니라고 추측함. 담즙산염의 치료 반응임. 진단은 다른 질병의 제거와 담즙산염 치료 반응에 의함",,,," 설사 , 하리 | 소양감 , 가려움 | 지방변 | 수척 , 건강상태 불량 , 증체율 불량 | 체중감소 ",,,,,,,,,,,,,,
1377,개의 내측눈구석의 비정상적인 진피(ABERRANT DERMIS OF THE MEDIAL CANTHUS IN DOGS),개," 이것은 라사압소, 페키니즈, 시츄에서 빈번하게 관찰되는 양측성 질환이다. 내측 눈구석 사이의 안면 피부로부터 이상진피가 발생한다. 안구 결막까지 번져 자극을 생산 할 수도 있다. 관찰을 통해 진단한다.",,,,"| 각막 색소침착 이상 | 결막 , 공막 부종 | 결막 , 공막의 발적 | 각막혈관신생. 판누스 | 눈물흘림 , 장액성 분비물 , 축축한 눈 | 안와 , 안와주위 , 결막 부종 , 안구종괴  | ",,,,,,,,,,,,,,
1382,개의 흑색가시세포증(.ACANTHOSIS NIGRICANS IN DOGS),개," 일차 흑색가시세포증은 닥스훈트에서만 나타난다. 병인론은 알려져있지 않다. 특히 몸의 주름에 과다색소침착과 표피 두꺼워짐이 일어난다.병변은 겨드랑이에서 시작된다 그리고 가슴, 복부, 옆구리, 샅굴로 퍼진다. 아마도 유전적요인이 있을 것이다. 또한 다른 질병(내분비질환, 과민반응, 비만에 의한 마찰)의 이차질환으로 발생한다. 임상증상, 치료에 대한 반응을 통해 진단한다. 이차적으로 가려움을 동반한 화농피부증이 일어날 수 있다.",,,,  | 과각화증 | 림프절 종대 | 소양감 | 지루성 피부 | 탈모 | 피모나 깃털의 기름기 | 피부 구진 | 피부 균열 | 피부 농포 | 피부 부종 | 피부 색소 과잉 침착 | 피부의 악취 | 피부홍반 |,,,,,,,,,,,,,,
1412,"개의 흡인성, 알러지성, 아토피성 피부염, 개 아토피(ALLERGIC INHALENT, ATOPIC, DERMATITIS IN DOGS, 개 ATOPY)",개,"개 아토피는 일차 피부 병변이 없이 심한 가려움이 있는 질병이다. 병변은 창상, 이차 지루성, 이차 화농피부증을 포함한 소양감의 결과이다. 병변은 얼굴, 발, 복부에서 일어나고 심해질수 있다. 개는 종종 외이도염과 결막염을 갖는다.10%는 땀 과다증을 보인다. 대개 한 살에서 세 살에 발병한다. 흡인된 알러지 원인물에 의해서 반응한다고 알려진다. 그리고 계절성이다. 진단은 병력과 임상증상 그리고 in vitro와  in vivo 검사한다.",,,,"| 각막의 부종 | 각막혈관신생 | 결막 , 공막의 발적 | 결막부종 | 과각화증 | 귀긁기 | 귀의 화농성 , 점액양 분비물 | 귓밥이 많음 | 기침 | 눈물흘림 | 눈의 화농성 분비물 | 다한증 | 머리 흔들기 | 소양감 | 악취 | 재채기 | 지루성 피부 , 털 , 깃털 | 탈모 | 털의 과도한 색소침착 | 피부 구진 | 피부 균열 | 피부 농포 | 피부 색소 과잉 침착 | 피부 인설 | 피부 통증 | 피부 , 털의 건조 | 피부의 가피 | 피부의 궤양 | 피부홍반 |",,,,,,,,,,,,,,
1430,"가슴샘, 성장 호르몬 이상(Thymic and growth hormone abnormalitis in weimaraners)",개," 성장지연과 소모성 증후군은 근친교배한 Weimaraner개의 무리에서 보고된다. 본 질환을 갖는 강아지들은 가슴샘 피질이 결여된 작은 가슴샘을 갖는다. 강아지 중 일부는 피부질병, 폐렴, 소화장애 등의 지속적인 감염으로 경과한다. 대부분 이환된 강아지들은 규정된 치료에도 불구하고 죽는다. 림프구에 의해 식물적혈구응집소(phytohemagglutinin)에 대한 반응이 감소된다. 성장호르몬 대사에 수반된 이상은 크로니딘(clonidine HCL) 투여후 성장호르몬의 정상이하의 증가를 유뱔할 수 있다.",,,," 급사 , 돌연사 | 기침 | 다호흡 | 무기력 | 발열 | 발육정지 , 체중증가없음 | 비정상의 폐포음 , 흉강음 | 설사 , 하리 | 수척 , 건강상태 불량 , 증체율 불량 | 식욕부진 | 창백 | 체중감소 | 탈모 | 탈수 | 피부 통증 | 피부의 가피 , 딱지 | 피부의 궤양 | 피부홍반 | 혈변 | 호흡곤란 |",,,,,,,,,,,,,,
1471,"백모증과 백반증을 동반한 포도막염 (Uveitis with poliosis and vitiligo, canine uveodermatological syndrome)",개," 양측성 탈색소 증후군은 홍채, 코, 입술, 입, 발바닥, 항문에서 나타남, 포도막염과 병발하며, 몇몇 보고된 증례의 경우에 갑자기 실명하기도 함, 이 질환은 멜라닌을 함유한 체조직에 자가면역성 자극 때문인 것으로 알려짐, 피부 조직소견상은 태선모양 형태를 한 표피진피경계면피부염을 나타낸다.",,,," 각막의 부종 , 혼탁 | 각막혈관신생 , 판누스 | 결막 , 공막 부종 | 결막 , 공막의 발적 | 결막 , 공막의 충혈 , 혈관의 이상 | 눈물흘림 , 장액성 분비물 , 축축한 눈 | 눈부심 , 수명 | 대안구증 , 녹내장 | 동공 형태 비정상 또는 홍채의 결함 | 망막 박리 | 망막 색소침착 이상 | 망막반사 이상 | 망막주름 , 융기 | 망막출혈 | 백내장 , 수정체 혼탁 | 빛에 대한 동공의 비정상 반응 | 실명 , 시력상실 | 안검연축 , 경련 | 안구 전방출혈 ,  블랙 아이 | 안구돌출 | 유리체(초자체) 혼탁 또는 침전물 | 유착증 , 유착 | 전방축농 , 안구전방에 지질이나 섬유소 축적 | 축동 , 동공축소 | 탈모 , 무모증 | 털 색소침착 감소 , 전신 , 국소성 , 백모증 | 피부 통증 | 피부색소침착감소 , 백반증 , 백피증 | 피부의 가피 , 딱지 | 피부의 궤양 , 미란 , 찰과상 | 피부홍반 , 염증 , 발적 | 홍채의 색소침착 이상 |",,,,,,,,,,,,,,
1518,개의 티로신혈증 (Tyrosinemia in dogs),개,"개에서의 티로신 대사이상은 드물게 발생한다. 임상적으로는 사람의 Richner - Hanhart 증후군과 유사하다. 눈과 피부의 병변, 특히 코와 발바닥의 궤양으로 인해 발톱이 소실되어 파행이 일어날 수 있다. 혈장의 티로신 수치를 측정함으로써 진단하는데, 보통 정상 수치(10-110 nmoles/ml)보다 20~30배 가까이 증가된 결과를 보인다. 뇨의 티로신 수치도 함께 증가한다. 티로신과 페닐알라닌이 적게 함유된 사료를 급이하면 미약하게나마 증세가 호전된다. 
",,,,"Absence of a body part | 각막 색소침착 이상 | 각막의 부종 | 각막혈관신생 | 결막 부종 | 결막 , 공막의 발적 | 결막 , 공막의 충혈 | 눈의 화농성 분비물 | 발톱 , 갈퀴 , 발굽의 갈라짐 | 백내장 | 비강점막의 궤양 , 수포 | 소안구증 | 위협반사반응에 무반응 또는 감소 , 실명은 아님 | 피부 수포 | 피부 통증 | 피부 홍반 | 피부색소 침착 감소 | 피부의 가피 | 피부의 궤양 |
",,,,,,,,,,,,,,
1526,개의 창상 후 나타나는 방광-피부 누관 (Vesicocutaneous fistulation following trauma in dogs),개,"개에서 창상이 발생한 후 방광에서 피부까지 누관이 형성될 수 있다. X선 조영으로 진단하며, 치료는 외과적 수술에 의한다.
",,,,"단백뇨 | 배뇨곤란 | 요실금 | 피부 누관 | 피부 , 털 , 깃털이 축축함 | 혈뇨 |
",,,,,,,,,,,,,,
1530,개에서의 비타민 A 반응성 피부병 (Vitamin a responsive dermatosis in dogs),개,"사람에서의 phrynoderma와 유사한 비타민 A 반응성 피부병은 개에서 보고된다. 굴절성 지루성 피부병으로서 코커 스패니얼이나 샤페이 종에서 주로 발생한다. 귀지샘 이염을 동반한다. 병리조직학적 검사를 실시하면, 여드름처럼 보이는 각질마개와 비후된 피부 플라크를 특징으로 하는 모낭 과각화증을 볼 수 있다. 
",,,,"거친 피모 | 과각화증 | 귀의 화농성 , 점액양 분비물 , 귓밥이 많음 , 악취 | 소양감| 탈모 | 피부 구진 | 피부 인설 | 피부 , 털의 건조 | 피부의 가피 | 피부의 악취 |
",,,,,,,,,,,,,,
16,리슈마니아증(Leishmaniasis),"개, 고양이","Leishmania spp가 겨모기에 의해 전파되어 내장 또는 피부에 발병되는 원충성 질병
","# Leishmania donovani complex - 내장형 리시마니아증 유발
# Leishmania mexicana complex - 피부형 리시마니아증 유발
# Leishmania braziliensis complex - 점막피부형 리시마니아증 유발
","# 생활사
 ㆍ겨모기에 감염된 promatigote 가 겨모기의 흡혈로 포유동물 피부내로 침입 → 포유동물의 대식세포에 감염 → 이분열을 거친후 계속분열 → 충분히 분열하면 amastigote 상태가 됨 → amastigote 방출하여 다른세포에 감염되거나 흡혈한 겨모기에 감염
 ㆍAmastigote stage : 2-5μm 크기로 포유류 숙주 대식세포 내에서 기생 및 발육
 ㆍPromastigote stage : 14-15μm 크기로 겨모기 및 배양액에서 발견
","# 오클라오마(Oklaoma)의 풍토병
# 전세계적인 분포(미국, 그리스, 스페인, 이탈리아, 한국 등)
# 고양이 : 드물게 피부에 감염, 성별과 품종 특이성 없음
# 개 : 피부형, 내장형, 피부점막형으로 감염. 90%가 피부형. 신부전이 존재하면 폐사
# 사람 : WTO의 추산에 의하면 약 1000-1500만명이 감염되어 있는 것으로 추정
# 종숙주 : 포유류(사람, 야생동물, 개), 도마뱀에서도 약 10종류가 있는 것으로 보고
# 중간숙주 : 겨모기
# 기생부위 : 대식세포
# 잠복기 : 한달에서부터 몇 년까지 다양 

"," | 각막의 궤양 , 미란 | 각막의 부종 , 혼탁 | 각막혈관신생 , 판누스 | 구강점막의궤양 , 수포 | 구토 | 눈 내부 종괴 종창 | 눈물흘림 , 장액성 분비물 , 축축한 눈 | 눈의 통증 , 안통 | 눈의 화농성 분비물 | 대안구증 , 녹내장 | 림프절 종대 , 림프절 병증 , 종창 , 종괴 | 머리 , 얼굴 , 귀 , 턱 , 코의 종창 , 종괴 | 무기력 , 침울 , 졸림 , 생기없음 | 식욕부진 , 식욕감소 , 식욕절폐 , 젖을 안먹임 , 먹이 공급 중단 | 안구돌출 | 안와 , 안와주위 , 결막 부종 , 안구종괴 | 전방축농 , 안구전방에 지질이나 섬유소 축적 | 탈모 , 무모증 | 피부 구진 | 피부 또는 피하의 종창 , 종괴 , 결절 | 피부의 가피 , 딱지 | 피부의 궤양 , 미란 , 찰과상 | 피부홍반 , 염증 , 발적 | 황달 

","# 임상증상 및 생검 표본 속의 충체 검출
# 시험관 배양
# 실험동물 감염 : 햄스터이용
# 혈청학적 시험법
 ㆍELISA
 ㆍMonoclonal Ab
 ㆍIFT
","# 내장형
 ㆍ진균증(블라스토마이세스감염증blastomycosis, 히스토플라스마감염증histoplasmosis)
 ㆍ전신성 홍반성 낭창(Systemic lupus erythematosus)
 ㆍ전이성 종양(metastatic neoplasia)
 ㆍ디스템퍼(Distemper)
 ㆍ맥관염(vasculitis)
# 피부형(과각화증을 일으키는 질병)
 ㆍ원발성 특발성 지루(primary idiopathic seborrhea) 
 ㆍ영양소의 피부반응(비타민 A 반응, 아연 반응)
 ㆍ특발성 과각화증(idiopathic nasodisital hyperkeratosis)
 ㆍ표피의 이형성(epidermal dysplasia)
 ㆍ태선-건선양 피부병(lichenoid-psoriasiform dermatosis)
","[병리해부소견]
 ㆍ점막 궤양 : 위, 장, 대장에서 발견
[병리 조직소견]
 ㆍ세포내(주로 대식세포) Leishmania 관찰
 ㆍ피부, 림프절, 간, 비장 , 신장의 조직에서 세포내 Leishmania 관찰
","# sodium stibogluconate(펜토스탐 Pentostam) : 치료와 예방에 사용,30-50mg/kg 정맥주사 또는 복강주사(3-4주간 치료)
# Meglumine antimonate(글루칸팀 Glucantime) : 100mg/kg 정맥 또는 복강주사(3-4주간치료)
# Allopurinol : 개에서 매우 효과적임, 7mg/kg 경구투여(3달간 치료)
",,"나쁨 : 세포내 기생하는 원충류는 치료 어려움

","# 이 원충은 인수 공통 질병이므로 주의시킴
# 이 원충은 제거되지 않고 환축의 일생동안 존재할 수 있으므로 꾸준한 치료가 필요함을 충분히 알려줌
# 개의 경우 보호자에게 단백질 함량이 높은 사료의 제공을 강조",,,,,,,
17,림프종/림프육종(Lymphoma/Lymphosarcoma),"개, 고양이","림프계 조직이나 피부, 간, 비장과 같은 기관에 발생하는 림프구계 세포의 종양이며 소동물에서 가장 흔한 림프증식성 질환
","FeLV(RNA virus--retroviridae--oncovirinae--Feline Leukemia-Sarcoma Complex--FeLV)
","# 직접적: 레트로바이러스에 의해 직접적으로 종양이 발생(발암성 비리온)
# 간접적: 바이러스성 긴 종말 반복성 시퀀스의 삽입을 통해 세포의 유전자 발암원을 활성
","# 중간연령에서 노령개에 발생, 성특이성 없음, 골든 레트리버, 저먼 세퍼드, 복서, 푸들, 바셋트, 세인트 버나드종에서 빈발
# 고양이에는 종특이성 없음, 암, 수 1:1.5의 비율로 발생
","
 | 결막 , 공막 부종 | 결막 , 공막의 발적 | 결막 , 공막의 충혈 , 혈관의 이상 | 과각화증 , 두꺼운 피부 | 구강점막의 울혈 , 홍반 , 발적 | 구강점막의궤양 , 수포 , 플라크(반) , 농포 , 미란 , 절창 | 눈물흘림 , 장액성 분비물 , 축축한 눈 | 눈의 화농성 분비물 | 림프절 종대 , 림프절 병증 , 종창 , 종괴 | 무기력 , 침울 , 졸림 , 생기없음 | 소양감 , 가려움 | 수척 , 건강상태 불량 , 증체율 불량 | 식욕부진 , 식욕감소 , 식욕절폐 , 젖을 안먹임 , 먹이 공급 중단 | 외음부 궤양 , 수포 , 미란 , 절창 , 열상 , 구진 , 농포 | 외음부 , 음핵의 종대 , 종괴 | 점상 또는 반상출혈 , 타박상 | 점막 , 피부 창백 , 빈혈 | 체중감소 | 탈모 , 무모증 | 피부 구진 | 피부 농포 | 피부 또는 피하의 종창 , 종괴 , 결절 | 피부 부종 | 피부 인설 , 비듬 , 비늘 | 피부 통증 | 피부 플라크(반) | 피부 , 털 , 깃털이 축축함 | 피부의 가피 , 딱지 | 피부의 궤양 , 미란 , 찰과상 | 피부홍반 , 염증 , 발적 | 혀의 궤양 , 수포 , 미란 , 궤양 , 수포 , 절창 , 열상 
 

","병력, 이화학적 검사, 조직소견, 혈액학적 검사, 골수 천자, 흉강과 복강의 방사선 촬영
","# 감염성, 종양성, 면역매개성, 염증성 질환과 감별, 세포학적, 조직학적 소견을 기준으로 구별
# 림프종 내에서도 세포의 분화정도, 조직학적 소견에 따라 감별진단
","[임상병리소견]
림프구증가증, 혈소판감소증, 호산구감소증, 빈혈, 유핵적혈구와 비정상적 미성숙 림프구 출현, ALT와 ALP수치가 높아짐
[병리해부소견]
#림프절, 간, 비장, 및 신장 종대, 수질부위에 크림색의 결절형성, 골수 침윤, 혈액학적 이상으로 점막이 창백하거나 반상 출혈이 나타남, 간이나 신장질환으로 황달, 요독증성 궤양, 안구에 포도막염, 출혈
#종대된 림프절은 견고하고 수질과 피질의 경계가 소실됨, 절단된 단면은 균질하며 분홍빛을 띄는 회색이나 밝은 황색을 나타냄
 [병리조직소견]
원형의 종양세포가 림프절과 내장기관 또는 골수에 넓게 퍼져서 침윤
","# 화학 요법: 경제적인 이유와 치료에 따른 독성 때문에 치료가 일반적이지는 않음, 생명 연장의 개념, 여러 가지 약제와 투여 방법에 따라 치료 방침이 존재
# doxorubicin: 효과적인 치료제중의 하나, 30mg/m2 IV, 6-9개월정도 증상의 완화 지속
# cyclophosphamide-vincristine-prednisone(CVP): CVP와 doxorubicin의 합제
# prednisone: 고객이 강한 화학요법을 거절할 때 prednisone제제만 사용
# 호중구감소증과 혈소판감소증이 나타날 경우: prednisone, vincristine, L-asparaginase를 사용, 골수억압이 발생할 경우 치료를 잠시 중단, 5-7일후 다시 CBC와 혈소판수를 체크하고 더 낮은 용량으로 치료를 계속, 그러나 골수로 종양이 전이하여 백혈구 감소증이 나타난 경우에는 더 강한 치료법을 시행
# CNS에 발생한 림프종: 종양의 발생 위치, 약제가 뇌-혈관 장막을 통과하는 정도에 따라 치료가 달라짐. 외과적 시술과 방사선치료, 화학 요법을 함께 사용. prednisone과 cytosine arabinoside가 뇌-혈관 장막을 치료농도만큼 통과 가능
# 피부형 림프종: 단발성의 국한된 종양일 경우 방사선 치료나 외과적 시술이 가능, 피부형 림프종은 다발성 림프종에 비해 화학 요법 치료의 효과가 떨어짐, 30-40%정도의 개가 cis-retinoic acid에 반응, 오랜기간 생존하는 개체는 드뭄
# 새로운 치료법: 원래 사용하던 화학요법에 면역치료를 보강,  levamisole이나 세균추출물과 같은 면역 보강제 사용,  자기 자신의 종양세포 백신, 단클론항체(화학 요법 실시후 사용),  골수이식과 함께 전신에 방사선 조사(Total Body Irradiation;TBI)
# 고칼슘혈증의 치료: 0.9% NaCl을 사용하여 이뇨, furosemide 2mg/kg IV를 사용, prednisone 또한 혈중 칼슘치를 낮춤, 그러나 조직학적 또는 세포학적으로 림프종의 진단이 확실한 경우에 사용
# 임신한 개에는 치료 금기
# 주의:  doxorubicin 투여 후 심장독성(심장 수축력 감소, 부정맥)이 나타날 수 있음, doxorubicin이나 L-asparaginase은 투여하기 전에 diphenhydramin을 처치, 정맥내로 약을 투여시에는 언제나 카테터를 사용, 대부분의 약제에는 부작용이 있으므로 주의하여 치료 방침대로 사용
",,"[개]
# WHO에서 분류한 림프종의 임상적인 진행 단계
 - 1기: 단일한 림프절이나 림프조직에 국한(골수를 제외)
 - 2기: 국소부위의 여러 림프절에 발생
 - 3기: 전신의 림프절에 발생
 - 4기: 간이나 비장에 병변이 나타남
 - 5기: 혈액과 골수, 기타 다른 기관에도 병변이 나타남
 # 림프종의 진행 단계중 5기 특히 골수에 병변이 나타날 경우 생존이 어려움
# T 세포 유래 림프종은 회복이 어렵고 생존시간이 짧음
# 암컷이 수컷보다 오래 생존한다는 보고가 있음
# 종양세포의 증식속도가 예후에 영향
# 고칼슘혈증과 종격동 림프절에 병변이 나타날 경우 예후가 좋지 않음
# 피부형 림프종, 소화기계 림프종은 다발성 림프종에 비해 예후가 좋지 않음
[고양이]
# 종양의 임상적인 진행단계가 높아질수록 회복 가능성과 생존시간이 줄어듬
# 백혈병, 빈혈, 호중구감소증, 패혈증은 치료와 생존 시간에 좋지 않은 영향을 줌
# 질병의 초기에 치료시 회복가능성이 높아 조기 진단이 중요
",,,,,,,,
